ISSN,Volume_Start,Year_Start,Volume_End,Year_End,Issue_Start,Issue_End,Supplement,Signature,Annotation
0077-8923,619,1991,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,635,1991,636,1991,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,650,1992,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,664,1992,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,680,1993,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,685,1993,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,689,1993,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,696,1993,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0077-8923,707,1993,,,,,No,,dobivaju se samo pojedini volumeni; dio obrađivan kao knjige
0306-1353,1,1971,11,1981,,,No,,prestao izlaziti
0306-1353,13,1983,14,1984,,,No,,prestao izlaziti
0365-6217,23,1930,28,1931,,,No,,"od vol. 64 (1967) izlazi u tri sekcije: |Annual Reports on the Progress of Chemistry, Section A ,|Annual Reports on the Progress of Chemistry, Section B i|Annual Reports on the Progress of Chemistry, Section C."
0365-6217,31,1934,50,1953,,,No,,"od vol. 64 (1967) izlazi u tri sekcije: |Annual Reports on the Progress of Chemistry, Section A ,|Annual Reports on the Progress of Chemistry, Section B i|Annual Reports on the Progress of Chemistry, Section C."
0365-6217,52,1955,63,1966,,,No,,"od vol. 64 (1967) izlazi u tri sekcije: |Annual Reports on the Progress of Chemistry, Section A ,|Annual Reports on the Progress of Chemistry, Section B i|Annual Reports on the Progress of Chemistry, Section C."
0066-4154,9,1940,73,2004,,,No,,
0066-4154,76,2007,82,2013,,,No,,
1081-0706,15,1999,20,2004,,,No,,
1081-0706,23,2007,29,2013,,,No,,
0066-4197,21,1987,38,2004,,,No,,
0066-4197,41,2007,47,2013,,,No,,
0066-4227,1,1947,35,1981,,,No,,
0066-4227,38,1984,58,2004,,,No,,
0066-4227,61,2007,67,2013,,,No,,
0066-4243,1,1952,27,1977,,,No,,od vol. 28 (1978) izlazi kao: Annual Review of Nuclear and Particle Science
0066-426X,1,1950,64,2013,,,No,,
1040-2519,58,2007,64,2013,,,No,,
1360-8185,4,1999,6,2001,,,No,,
0378-5963,1,1977,6,1980,,,No,,
0378-5963,7,1981,,,,,No,,
0378-5963,8,1981,,,,,No,,
0305-7615,8,1982,24,1999,,,No,,od vol. 25 (1999) izlazi kao: Radiation Protection Abstracts
0937-9347,10,1996,21,2001,,,No,,
0307-904X,1,1976,6,1982,,,No,,
0307-904X,8,1984,12,1988,,,No,,
0307-904X,13,1989,14,1990,,,No,,
0307-904X,15,1991,19,1995,,,No,,
0307-904X,20,1996,30,2006,,,No,,
0307-904X,,,,,1,2,No,,
0307-904X,,,,,1,2,No,,
0307-904X,,,,,1,2,No,,
0003-6935,1,1962,,,,,No,,
0003-6935,2,1963,21,1982,,,No,,
0003-6935,22,1983,24,1985,,,No,,
0003-6935,25,1986,28,1989,,,No,,
0003-6935,29,1990,,,,,No,,
0003-6935,30,1991,34,1995,,,No,,
0003-6935,35,1996,36,1997,,,No,,
0003-6935,38,1999,,,,,No,,
0003-6935,39,2000,44,2005,,,No,,
0003-6935,,,,,1,4,No,,
0003-6935,,,,,1,22,No,,
0003-6935,,,,,1,10,No,,
0003-6935,,,,,1,2,No,,
0003-6935,,,,,1,3,No,,
0003-6935,,,,,1,18,No,,
0003-6935,,,,,1,5,No,,
0268-2605,2,1988,,,,,No,,
0268-2605,3,1989,,,,,No,,
0268-2605,4,1990,18,2004,,,No,,
0268-2605,19,2005,,,,,No,,
0003-6951,1,1962,,,,,No,,
0003-6951,2,1963,5,1964,,,No,,
0003-6951,6,1965,35,1979,,,No,,
0003-6951,40,1982,,,,,No,,
0003-6951,42,1983,47,1985,,,No,,
0003-6951,48,1986,57,1990,,,No,,
0003-6951,58,1991,67,1995,,,No,,
0003-6951,68,1996,70,1997,,,No,,
0003-6951,71,1997,74,1999,,,No,,
0003-6951,76,2000,86,2005,,,No,,
0003-6951,88,2006,103,2013,,,No,,
0003-6951,104,2014,,,,,No,,
0003-6951,,,,,1,2,No,,
0003-6951,,,,,1,5,No,,
0003-6951,,,,,1,11,No,,
0003-6951,,,,,1,4,No,,
0003-6951,,,,,1,9,No,,
0003-6951,,,,,1,6,No,,
0003-6951,,,,,1,13,No,,
0003-6951,,,,,1,10,No,,
0003-6951,,,,,1,8,No,,
0003-6951,,,,,1,4,No,,
0003-7028,23,1969,43,1989,,,No,,
0003-7028,44,1990,47,1993,,,No,,
0003-7028,48,1994,53,1999,,,No,,
0003-7028,54,2000,60,2006,,,No,,
0003-7028,61,2007,,,,,No,,
0003-7028,62,2008,63,2009,,,No,,
0003-7028,64,2010,,,,,No,,
0003-7028,,,,,1,2,No,,
0003-7028,,,,,1,2,No,,
0003-7028,,,,,1,5,No,,
0003-7028,,,,,1,5,No,,
0044-8486,1,1972,6,1975,,,No,,
0044-8486,7,1976,9,1976,,,No,,
0044-8486,10,1977,11,1977,,,No,,
0044-8486,12,1977,14,1978,,,No,,
0044-8486,15,1978,,,,,No,,
0044-8486,36,1984,44,1985,,,No,,
0044-8486,45,1985,50,1985,,,No,,
0044-8486,51,1986,55,1986,,,No,,
0044-8486,56,1986,61,1987,,,No,,
0044-8486,63,1987,66,1987,,,No,,
0044-8486,67,1987,68,1988,,,No,,
0044-8486,69,1988,150,1997,,,No,,
0044-8486,152,1997,229,2004,,,No,,
0044-8486,230,2004,238,2004,,,No,,
0044-8486,,,,,1,2,No,,
0044-8486,,,,,1,3,No,,
0044-8486,,,,,1,2,No,,
0044-8486,,,,,1,2,No,,
0044-8486,,,,,1,,No,,
0044-8486,,,,,1,,No,,
0044-8486,,,,,1,,No,,
0948-3055,17,1999,38,2005,,,No,,
1015-1621,45,1983,,,,,No,,
1015-1621,49,1987,,,,,No,,
1015-1621,51,1989,61,1999,,,No,,
1015-1621,,,,,1,,No,,
,7,1977,,,,,No,,od vol. 8 (1978) izlazi kao: Aquatic Science and Fisheries Abstracts I| 				Aquatic Science and Fisheries Abstracts II
0166-445X,7,1985,19,1991,,,No,,
0166-445X,20,1991,30,1994,,,No,,
0166-445X,31,1995,39,1997,,,No,,
0166-445X,40,1997,42,2000,,,No,,
0166-445X,43,1998,49,2000,,,No,,
0166-445X,50,2000,76,2006,,,No,,
0166-445X,,,,,1,2,No,,
0166-445X,,,,,1,,No,,
0166-445X,,,,,1,2,No,,
0166-445X,,,,,1,2,No,,
,1,1878,20,1912,,,No,,
,1,1951,9,1955,,,No,,od vol. 25 (1971) izlazi kao: Archiv fur Elektronik und (bertragungstechnik
,10,1956,24,1970,,,No,,od vol. 25 (1971) izlazi kao: Archiv fur Elektronik und (bertragungstechnik
0003-9667,1,1872,10,1882,,,No,,
0003-9667,1,1883,10,1892,,,No,,
0003-9667,1,1893,10,1902,,,No,,
0003-9667,1,1903,10,1909,,,No,,
0003-9667,1,1909,5,1910,,,No,,
0301-4541,53,1943,,,,,No,,
0301-4541,64,1956,66,1958,,,No,,
0365-5164,21,1955,34,1967,,,No,,
0003-9713,17,1963,19,1965,,,No,,
0096-9621,25,1950,30,1951,,,No,,od vol. 31 (1951) izlazi kao: Archives of Biochemistry and Biophysics
0066-667X,10,1955,21,1989,,,No,,
0365-8562,1,1902,8,1916,,,No,,
0365-8562,37,1952,42,1957,,,No,,
,1,1927,11,1937,,,No,,od god. 12 (1938) izlazi kao: Arhiv za hemiju i tehnologiju
0375-8591,1,1950,6,1955,,,No,,
0004-1254,19,1968,,,,,No,,
0004-1254,20,1969,25,1974,,,No,,
0004-1254,26,1975,,,,,No,,
0004-1254,44,1993,,,,,No,,
0004-1254,45,1994,,,,,No,,
0004-1254,52,2001,,,,,No,,
0004-1254,53,2002,,,,,No,,
0004-1254,54,2003,,,,,No,,
0365-2440,2,1950,,,,,No,,
0365-2440,6,1953,40,1974,,,No,,
0365-2440,,,,,37,,No,,
0374-1087,17,1946,,,,,No,,"Dalje (do 1965.) izlazi kao Revista Portuguesa de Zoologia e Biologia Geral|*Od 1965. ponovo izlazi kao Arquivos de Museum Bocage|Serie 2a:|1 (1965/67) No. 67|2 (1968/70) No. 1-15,...,18-20|3 (1971/72) No. 1-14,...,17-18|4 (1973/74) No. 1-16|5 (1974/75) No. 1-3|6 (1976/79) No. 1-24|7 (1979/80) No. 1-21|Ser. A:|1 (1981) – 6 (1986)|*Od 1987.g. izlazi kao Arquivos de museum Bocage- nuova serie|1 (1987) No. 1-43 – 3  (2002) No.1-17"
0374-1087,19,1948,,,,,No,,"Dalje (do 1965.) izlazi kao Revista Portuguesa de Zoologia e Biologia Geral|*Od 1965. ponovo izlazi kao Arquivos de Museum Bocage|Serie 2a:|1 (1965/67) No. 67|2 (1968/70) No. 1-15,...,18-20|3 (1971/72) No. 1-14,...,17-18|4 (1973/74) No. 1-16|5 (1974/75) No. 1-3|6 (1976/79) No. 1-24|7 (1979/80) No. 1-21|Ser. A:|1 (1981) – 6 (1986)|*Od 1987.g. izlazi kao Arquivos de museum Bocage- nuova serie|1 (1987) No. 1-43 – 3  (2002) No.1-17"
0004-3702,80,1996,153,2004,,,No,,
0001-253X,52,2000,,,,,No,,
0001-253X,53,2001,,,,,No,,
0001-253X,54,2002,57,2005,,,No,,
0935-4956,8,1997,9,1999,,,No,,
0927-6505,1,1992,,,,,No,,
0927-6505,4,1995,,,,,No,,
0927-6505,5,1996,14,2001,,,No,,
0927-6505,15,2001,20,2003,,,No,,
0927-6505,,,,,1,,No,,
0927-6505,,,,,1,2,No,,
0927-6505,,,,,1,2,No,,
0004-637X,366,1991,386,1992,,,No,,
0004-637X,402,1993,436,1994,,,No,,
0004-637X,437,1994,441,1995,,,No,,
0004-637X,442,1995,455,1995,,,No,,
0004-637X,456,1996,476,1997,,,No,,
0004-637X,478,1997,483,1997,,,No,,
0004-637X,484,1997,504,1998,,,No,,
0004-637X,505,1998,506,1998,,,No,,
0004-637X,507,1998,,,,,No,,
0004-637X,508,1998,525,1999,,,No,,
0004-637X,526,1999,535,2000,,,No,,
0004-637X,536,2000,,,,,No,,
0004-637X,537,2000,563,2001,,,No,,
0004-637X,564,2002,570,2002,,,No,,
0004-637X,571,2002,586,2003,,,No,,
0004-637X,600,2003,617,2004,,,No,,
0004-637X,,,,,1,,No,,
0004-637X,,,,,1,2,No,,
0004-637X,,,,,1,,No,,
0004-637X,,,,,1,,No,,
0004-637X,366,1991,386,1992,,,No,,
0004-637X,402,1993,436,1994,,,No,,
0004-637X,437,1994,455,1995,,,No,,
0004-637X,456,1996,476,1997,,,No,,
0004-637X,478,1997,483,1997,,,No,,
0004-637X,484,1997,504,1998,,,No,,
0004-637X,505,1998,506,1998,,,No,,
0004-637X,507,1998,,,,,No,,
0004-637X,508,1998,525,1999,,,No,,
0004-637X,526,1999,535,2000,,,No,,
0004-637X,536,2000,,,,,No,,
0004-637X,537,2000,554,2001,,,No,,
0004-637X,555,2001,563,2001,,,No,,
0004-637X,564,2002,570,2002,,,No,,
0004-637X,571,2002,586,2003,,,No,,
0004-637X,600,2003,617,2004,,,No,,
0004-637X,,,,,1,,No,,
0004-637X,,,,,1,2,No,,
0004-637X,,,,,1,,No,,
0004-637X,,,,,1,,No,,
0004-637X,,,,,1,,No,,
0067-0049,84,1993,91,1994,,,No,,
0067-0049,92,1994,101,1995,,,No,,
0067-0049,102,1996,,,,,No,,
0067-0049,103,1996,,,,,No,,
0067-0049,114,1998,128,2000,,,No,,
0067-0049,129,2000,143,2002,,,No,,
0067-0049,150,2004,155,2004,,,No,,
0067-0049,,,,,1,,No,,
0067-0049,,,,,1,2,No,,
0004-7015,,,,,1,5,No,,
0004-7015,,,,,279,284,No,,
0004-7015,,,,,316,318,No,,
0004-7015,,,,,383,,No,,
0004-7015,,,,,388,,No,,
0004-7015,,,,,400,,No,,
0004-7015,,,,,425,,No,,
0044-9954,5,1966,,,,,No,,od 1980. godine izlazi kao: Atomic Spectroscopy
0044-9954,6,1967,18,1979,,,No,,od 1980. godine izlazi kao: Atomic Spectroscopy
0004-7082,1,1969,5,1973,,,No,,dalje izlazi kao: Atomic Data and Nuclear Data Tables
0004-7112,1,1963,,,,,No,,
0004-7112,2,1964,17,1979,,,No,,
0004-7112,18,1980,,,,,No,,
0004-7112,,,,,1,2,No,,
0004-7112,1,1981,2,1981,,,No,,
0004-7147,1,1956,13,1968,,,No,,
0004-7163,14,1963,,,,,No,,
0004-7163,15,1963,24,1968,,,No,,
0004-7163,25,1968,42,1977,,,No,,
0004-7163,43,1977,52,1982,,,No,,
0004-7163,53,1982,54,1983,,,No,,
0004-7163,55,1983,69,1990,,,No,,
0004-7163,70,1991,,,,,No,,
0004-7163,71,1991,,,,,No,,
0004-7163,74,1993,,,,,No,,
0004-7163,75,1993,76,1994,,,No,,
0004-7163,77,1994,78,1995,,,No,,
0004-7163,79,1995,,,,,No,,
0004-7163,80,1996,85,1998,,,No,,
0004-7163,88,2000,89,2000,,,No,,
0004-7163,90,2001,97,2004,,,No,,
,,,,,1,16,No,,
0571-8198,1,1955,,,,,No,,
0571-8198,2,1956,,,,,No,,
0571-8198,3,1957,14,1968,,,No,,
0004-721X,1,1956,9,1964,,,No,,od vol. 10 (1965) izlazi kao: Atomwirtschaft – Atomtechnik
0365-1576,22,1980,48,2000,,,No,,
0365-1576,49,2002,,,,,No,,
0365-1576,51,2004,52,2005,,,No,,
0365-1576,53,2007,,,,,No,,
0365-1576,53,2008,,,,,No,,
0365-1576,54,2009,,,,,No,,
0365-1576,,,,,1,10,No,,
0365-1576,,,,,1,8,No,,
0391-5859,1,1979,2,1980,,,No,,
0391-5859,11,1989,,,,,No,,
0391-5859,13,1991,21,1999,,,No,,
0365-3528,122,1964,,,,,No,,
0365-3528,161,2003,,,,,No,,
0365-3528,163,2005,,,,,No,,
0365-3528,164,2006,,,,,No,,
0365-3528,165,2007,,,,,No,,
0365-3528,166,2008,,,,,No,,
0004-9506,14,1961,34,1981,,,No,,
0004-9506,36,1983,39,1986,,,No,,
0572-2241,1,1960,,,,,No,,
0572-2241,2,1961,11,1970,,,No,,
0572-2241,12,1971,19,1978,,,No,,
0572-2241,21,1980,26,1985,,,No,,
0572-2241,27,1986,32,1991,,,No,,
0572-2241,33,1992,34,1993,,,No,,
0572-2241,35,1994,,,,,No,,
0572-2241,36,1995,,,,,No,,
0572-2241,37,1996,,,,,No,,
0572-2241,38,1997,,,,,No,,
0572-2241,41,2000,,,,,No,,
0572-2241,42,2001,,,,,No,,
0572-2241,,,,,1,3,No,,
0572-2241,,,,,1,4,No,,
0572-2241,,,,,1,4,No,,
0572-2241,,,,,1,4,No,,
0572-2241,,,,,1,2,No,,
0572-2241,,,,,1,2,No,,
0572-2241,,,,,1,2,No,,
0005-2310,17,1956,,,,,No,,
0005-2310,20,1959,26,1965,,,No,,
0005-3678,21,1957,39,1975,,,No,,od vol. 42 (1978) izlazi kao: Microbiological Reviews
0005-3678,40,1976,41,1977,,,No,,od vol. 42 (1978) izlazi kao: Microbiological Reviews
0005-3678,,,,,1,,No,,od vol. 42 (1978) izlazi kao: Microbiological Reviews
0005-8025,14,1974,27,1987,,,No,,od vol. 28 (1988) izlazi kao: Contributions to Plasma Physics
0005-8580,1,1922,20,1941,,,No,,
0005-8580,22,1943,61,1982,,,No,,
,68,1997,89,2019,,,No,,
,2,1893,12,1918,,,No,,
0005-9072,80,1953,126,1957,,,No,,
0005-9072,128,1959,139,1960,,,No,,
0176-5027,9,1982,33,1986,,,No,,
0006-114X,1,1950,2,1951,,,No,,
,1,1925,13,1942,,,No,,
,1,1896,29,1916,,,No,,
0006-291X,1,1959,,,,,No,,
0006-291X,10,1963,165,1989,,,No,,
0006-291X,166,1990,237,1997,,,No,,
0006-291X,238,1997,314,2004,,,No,,
0006-291X,,,,,1,,No,,
0006-291X,,,,,1,2,No,,
0006-291X,,,,,1,2,No,,
,1,1950,2,1952,,,No,05.31/1,
,4,1955,27,1981,,,No,05.31/1,
,31,1985,33,1988,,,No,05.31/1,
0300-5127,1,1973,,,,,No,,
0300-5127,4,1976,10,1982,,,No,,
0006-2960,23,1984,,,,,No,,
0006-2960,24,1985,,,,,No,,
0006-2960,25,1986,,,,,No,,
0006-2960,26,1987,,,,,No,,
0006-2960,27,1988,29,1990,,,No,,
0006-2960,31,1992,,,,,No,,
0006-2960,32,1993,,,,,No,,
0006-2960,33,1994,,,,,No,,
0006-2960,34,1995,,,,,No,,
0006-2960,35,1996,,,,,No,,
0006-2960,,,,,1,27,No,,
0006-2960,,,,,1,26,No,,
0006-2960,,,,,1,26,No,,
0006-2960,,,,,1,51,No,,
0006-2960,,,,,1,51,No,,
0006-2960,,,,,1,51,No,,
0006-2960,,,,,1,2,No,,
0006-2960,,,,,1,5,No,,
0006-3002,16,1955,678,1981,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,684,1982,685,1982,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,696,1982,710,1982,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,714,1982,719,1982,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,722,1983,1014,1989,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1015,1990,,,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1016,1990,1278,1996,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1279,1996,1618,2004,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1637,2004,1654,2004,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1660,2004,,,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1670,2004,,,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1676,2004,,,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
0006-3002,1688,2004,,,,,No,,"Od 1963. izlazi u 10 sekcija (Bioenergetics, Biomembranes, Gene Structure and Expresion, General Subjects, Lipids and Lipid Metabolism, Molecular Basis of Disease, Molecular Cell Research, Protein Structure and Molecular Enzymology, Reviews on Biomembranes, Reviews on Cancer). |*Biblioteka je do 1981. primala sve sekcije, a od 1982. do 1984. samo sljedeće: General Subject, Nucleic Acids & Protein Synthesis, Protein Structure|* od 1984. god. dobivaju se opet sve sekcije:|* od 1999. sekcija Lipids and Lipid Metabolism izlazi kao: Molecular and Cell Biology of Lipids|* od vol.1598(2002.) sekcija Protein Structure and Molecular Enzymology (ISSN 0167-4838) izlazi kao: Proteins and Proteonics (ISSN 1570-9639)"
